Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,ID,Home Ownership_Have Mortgage,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10
929575,1,0,17,14,868538,0,14,0,1,0,99999999,182267,17817,748,0,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,10,0,21,29,1714966,0,4,0,1,0,695068,503576,67783,0,1,193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1417514,10,0,19,30,611798,0,32,0,1,0,562100,284791,22562,736,1,194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,19,19,809446,0,17,0,1,1,602624,353723,32651,0,1,195,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
815157,7,0,3,8,0,0,14,0,0,0,218042,0,5855,738,0,196,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1221662,4,0,9,10,283096,0,26,0,0,0,261140,95342,15678,728,1,197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2298240,10,0,11,13,840048,0,14,0,1,0,332640,587651,18520,737,1,198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1738044,4,0,12,26,402556,0,76,0,1,0,61248,233966,35919,740,0,199,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1341590,8,0,12,20,700942,0,30,0,1,0,215754,494589,21801,732,0,200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168386,6,0,7,15,402886,0,14,0,1,0,178002,265506,17615,0,0,201,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2022835,4,0,10,26,229746,1,43,1,1,0,350240,136705,9018,733,0,202,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1077490,0,0,10,15,271832,0,12,0,1,1,377652,170677,4597,726,0,203,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
637279,2,0,12,10,362406,0,14,0,1,0,268334,231610,11259,745,0,204,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,5,0,8,25,896456,0,14,0,1,1,262768,194332,6539,0,0,205,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1304407,2,0,12,40,607684,0,14,0,1,0,124652,455544,25979,747,1,206,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1130196,6,0,16,14,635052,0,8,0,1,1,99999999,329631,30327,721,0,207,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
917567,10,0,9,15,313478,0,37,0,1,0,221342,137807,12387,751,0,208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2685536,10,0,12,31,1353286,0,32,0,1,0,99999999,178809,35628,744,0,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
679630,10,0,12,22,359876,0,14,0,1,0,112420,299307,19370,706,0,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2506252,1,0,11,21,1589148,0,14,0,1,0,454542,639559,31328,748,1,211,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1168386,2,0,18,17,1540198,0,43,0,1,0,218988,95779,15642,0,0,212,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,0,0,10,21,305756,0,65,0,1,0,332288,202806,21355,0,1,213,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1101126,10,0,15,26,1043658,0,19,0,1,0,263780,517370,21288,728,0,214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
567378,4,0,11,20,238326,0,14,0,1,0,131384,45904,7414,724,0,215,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1627825,10,0,6,30,290136,0,7,0,0,0,133848,136306,24689,745,0,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1733674,10,0,19,22,2847174,1,14,1,1,0,715682,287698,33084,704,1,217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,8,23,323312,0,14,0,1,0,267520,230926,5487,0,0,218,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
564357,7,0,9,9,455048,0,77,0,1,0,225984,311258,14015,731,0,219,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
656336,5,0,4,15,286044,0,14,0,1,0,261514,237405,6837,700,1,220,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1485857,0,1,10,10,407946,1,14,0,0,0,99999999,98287,19811,703,0,221,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
892791,2,0,20,9,141570,0,34,0,1,0,134838,86811,3303,741,0,222,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,2,0,9,21,650562,0,32,0,1,0,108372,383743,7886,0,0,223,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1226583,7,0,15,12,776160,0,14,0,1,1,542080,350569,16048,660,0,224,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
583224,1,0,6,23,159830,0,14,0,1,0,162074,128231,4666,712,0,225,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
509599,10,0,12,38,836220,0,14,0,0,0,128744,578474,14354,704,0,226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2299836,6,0,12,15,902792,0,14,0,1,1,776710,362558,46188,701,0,227,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
486552,10,0,6,26,495924,0,14,0,1,0,187594,174325,4906,738,1,228,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2065756,3,0,15,20,641432,0,16,0,1,0,271810,232655,45791,739,0,229,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
835601,2,0,7,11,96800,0,48,0,1,0,51612,74233,5146,715,0,230,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
563502,2,0,5,24,47938,0,63,0,0,0,39138,9310,8453,715,0,231,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,5,0,12,19,1051688,0,14,0,1,0,423720,618545,43383,0,0,232,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1159152,1,0,14,18,651310,0,14,0,1,0,322124,473632,23570,730,0,233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1168386,3,0,21,28,1156232,0,14,0,1,0,379280,519251,27894,0,0,234,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,5,0,9,13,951676,0,14,0,0,0,603812,329593,12664,0,0,235,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1533984,6,0,14,16,421850,0,55,0,0,0,133210,241547,31575,743,1,236,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1570065,8,0,7,14,550000,0,79,0,0,1,99999999,47500,17271,729,0,237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1168386,10,0,17,20,269148,0,14,0,0,0,269148,175503,32983,0,0,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
863341,10,0,12,15,1226390,0,14,0,0,0,365090,134520,3137,751,1,239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
749816,4,0,11,13,164780,1,75,1,1,0,93500,80693,16933,717,0,240,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
753179,10,0,13,21,462220,0,80,0,1,0,135146,162868,13055,739,1,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
860567,4,0,8,17,268070,0,22,0,1,0,265716,198645,13554,725,0,242,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1168386,3,0,19,10,289762,0,71,0,1,1,214588,135375,10842,0,0,243,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1325212,0,0,6,23,649770,0,14,0,0,0,99999999,45448,906,745,0,244,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1119024,10,0,8,21,901516,0,14,0,1,0,99999999,478819,11190,748,0,245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
446025,0,0,3,30,749144,0,31,0,1,0,71720,32357,2070,723,0,246,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1893426,10,0,7,52,711524,0,14,0,1,1,429880,500802,41024,654,1,247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1539152,7,0,12,24,657052,0,14,0,1,0,534644,347852,18341,742,0,248,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
584079,5,0,4,22,281512,1,14,1,1,0,112728,38893,8031,736,0,249,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1682545,5,0,11,15,709082,0,14,0,1,0,153230,596467,22714,739,0,250,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
730835,2,0,6,19,63184,0,11,0,0,0,107976,29089,14465,737,1,251,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
699162,8,0,6,26,200420,1,70,1,1,0,174108,84303,2220,711,0,252,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
759772,10,0,14,24,528242,0,60,0,1,0,153956,101270,5736,748,0,253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1162572,2,2,11,36,928598,2,41,0,1,1,358974,441085,18601,738,0,254,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1730349,0,0,12,17,1553596,0,14,0,1,1,534292,474981,31002,721,1,255,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
857660,1,0,6,19,291082,0,0,0,1,0,99999999,236816,3488,743,0,256,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1168386,2,0,15,13,1556390,0,0,0,1,0,447480,524210,19613,0,0,257,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
699181,3,0,10,17,190190,0,64,0,1,0,151118,44194,17596,731,0,258,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1062556,4,0,17,19,894278,0,14,0,1,0,335544,402382,19480,703,1,259,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1636622,7,0,10,27,988350,0,41,0,0,0,99999999,29013,10147,750,0,260,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1418768,10,0,11,23,1155924,0,35,0,1,0,309430,618944,16907,742,0,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,12,16,653202,0,5,0,1,0,304392,200830,26445,0,0,262,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1910678,10,0,13,19,351208,0,39,0,0,0,173514,209893,24839,747,1,263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,8,20,228712,0,14,0,1,0,150942,121277,13222,0,0,264,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3542075,10,0,13,26,846582,0,14,0,1,1,421212,628064,60805,731,0,265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,11,12,182314,0,40,0,1,0,183260,128478,10814,0,0,266,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2104003,4,0,5,16,130746,0,14,0,1,0,159456,93822,27527,743,1,267,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
665532,2,0,5,8,329054,0,14,0,1,0,154132,149188,3422,695,1,268,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2431962,10,0,12,24,350856,0,7,0,1,0,86636,169385,51679,746,0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,11,14,558250,0,14,0,1,0,129206,24586,930,0,0,270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1319360,2,0,10,13,858242,0,14,0,1,0,152768,340955,19241,743,0,271,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1425855,10,0,8,15,888536,0,14,0,1,0,374220,307724,13427,743,0,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,5,43,906774,0,14,0,0,0,230054,232598,5075,0,0,273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
954389,10,0,8,12,174394,0,19,0,1,0,237446,134653,16702,662,1,274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2889045,10,0,12,16,1367806,0,18,0,1,0,302148,717041,29613,740,0,275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2073261,10,0,25,42,1584308,0,14,0,1,0,448712,1082297,46648,734,0,276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,3,0,8,21,887502,0,14,0,0,0,152988,270560,11270,0,1,277,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1010724,0,0,13,16,151514,0,78,0,1,0,156772,127471,16087,687,0,278,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,9,0,7,16,434984,0,70,0,1,1,510884,323076,16546,0,1,279,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1168386,10,0,17,23,1051886,0,14,0,0,0,784322,518738,95508,0,1,280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1726492,10,0,11,18,317922,0,14,0,1,0,193248,261383,48917,724,1,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2150933,6,0,6,25,198748,0,14,0,1,0,99999999,95437,7582,744,0,282,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
706268,5,0,4,14,129096,0,20,0,1,0,172172,96881,3102,728,0,283,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
953990,5,0,14,32,1603382,0,22,0,1,0,99999999,844683,16377,710,0,284,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
939170,2,0,8,10,356554,0,14,0,1,1,499136,232180,19331,664,1,285,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1208324,10,1,17,16,1875918,1,14,0,1,1,402512,635075,29302,688,1,286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1130956,10,0,13,21,353980,0,14,0,1,0,99999999,278502,17153,698,0,287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,1,0,6,10,693726,0,14,0,1,0,224048,225264,9791,0,0,288,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1168386,2,0,6,18,924132,0,14,0,0,0,326898,59071,16116,0,0,289,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1434538,3,0,7,27,541200,0,60,0,1,0,336710,295868,17812,742,0,290,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
787949,10,0,7,26,369490,0,14,0,1,0,117304,217303,15628,744,0,291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,17,21,259050,1,26,0,1,0,200200,181222,22140,0,0,292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1294850,7,0,9,13,163196,0,48,0,1,0,220484,127414,19315,729,0,293,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2033931,7,0,6,21,0,0,14,0,0,0,108042,0,30340,742,0,294,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1292988,10,1,9,17,290246,1,58,0,1,0,357522,141626,12607,735,0,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1532920,1,0,9,15,639078,0,76,0,0,1,99999999,256652,12442,702,0,296,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
556662,0,0,10,16,193512,1,49,1,1,0,101508,98439,12015,694,1,297,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
929100,5,0,13,22,268664,0,14,0,1,0,262394,88179,23924,746,0,298,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1235741,10,0,11,30,433620,1,14,1,1,1,642246,307838,23170,643,0,299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1589464,2,0,10,9,430826,0,19,0,1,0,202004,175978,6450,741,0,300,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3017162,4,0,12,23,3935976,0,14,0,1,0,631092,836209,31932,750,0,301,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1168386,5,0,6,14,403216,0,65,0,1,0,222794,208943,11596,0,0,302,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
855608,10,0,11,18,563156,0,14,0,1,0,218504,285000,21604,749,0,303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1551616,10,0,7,16,428890,0,14,0,0,0,269500,313006,15904,725,1,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,32,9,96668,0,75,0,0,0,75262,47424,1870,0,0,305,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2260050,10,0,19,23,1113068,0,14,0,1,0,343200,825740,45013,732,0,306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3705380,10,0,13,17,1186526,0,19,0,1,0,257422,244910,9572,743,0,307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
447659,2,0,5,17,140624,0,14,0,1,0,185746,32072,10744,719,1,308,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1245792,3,0,5,22,0,0,58,0,0,1,338096,0,395,659,0,309,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1642778,1,0,13,21,1359578,0,31,0,1,0,783244,549518,20809,739,0,310,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
746320,9,0,4,25,239668,0,38,0,1,0,64812,161044,3750,719,1,311,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1338322,1,0,10,16,296890,0,14,0,0,0,99999999,16150,9123,750,0,312,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1215278,10,0,18,15,1060752,0,32,0,1,0,99999999,239096,16406,730,0,313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1021288,0,0,13,19,745360,0,44,0,1,0,258016,305121,16851,740,1,314,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
861935,8,0,11,12,391468,0,9,0,0,1,221782,50369,23128,666,1,315,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
918707,2,0,17,10,354574,0,13,0,0,0,382624,912,9187,735,0,316,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1328670,0,0,10,17,261514,0,14,0,1,0,99999999,129865,25023,740,0,317,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
559151,10,0,5,17,447326,0,14,0,1,0,89298,84987,1580,742,0,318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,0,0,2,10,0,0,14,0,0,0,76670,0,6432,0,0,319,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1168386,5,0,9,8,314490,0,14,0,1,0,434060,118427,15838,0,0,320,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
596163,4,0,8,16,144254,1,8,1,0,0,99999999,70262,12668,734,0,321,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
674785,3,0,6,7,345862,0,14,0,0,0,196438,109630,10065,727,0,322,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1251796,5,0,12,8,294184,0,8,0,1,0,178398,105184,28791,723,1,323,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
583281,3,0,8,4,225082,0,14,0,1,0,157586,101479,10207,737,0,324,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
468312,6,0,8,9,260172,0,14,0,1,0,173514,209399,6283,717,1,325,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1168386,10,0,19,18,303886,0,30,0,0,1,268312,28861,22428,0,1,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1465337,5,0,9,17,125642,1,14,1,1,0,99999999,62168,21248,747,0,327,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
719910,2,0,10,13,567578,0,14,0,1,1,177144,225473,11651,681,0,328,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1245621,8,0,5,13,128700,0,14,0,1,0,221892,89034,1225,692,0,329,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1168386,5,0,3,10,26070,0,14,0,0,0,65186,19950,10772,0,0,330,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
907098,2,0,11,12,314578,2,14,2,1,0,99999999,8417,14211,738,0,331,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
732906,10,0,11,23,509124,0,14,0,1,1,334994,193458,11055,717,0,332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960089,4,0,12,14,453442,1,6,1,1,0,99999999,41515,2032,741,0,333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2077460,1,0,12,17,1242296,0,14,0,0,0,54670,952717,29950,721,0,334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
840047,3,0,12,21,395780,0,40,0,1,0,259380,232427,12251,735,0,335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1168386,5,0,16,22,1506604,0,69,0,1,0,142736,230299,14106,0,0,336,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2113826,10,0,11,18,1097360,0,14,0,1,0,556270,685197,36111,743,0,337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1716669,3,0,24,22,1054592,0,39,0,1,0,331298,418969,20600,724,1,338,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
506483,10,0,15,12,533698,1,59,1,1,0,132506,70984,3900,722,0,339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
673987,2,0,24,20,908468,1,25,1,1,0,220704,400919,18759,730,1,340,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,0,0,9,8,112684,0,33,0,0,0,135212,84664,14629,0,0,341,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1168386,6,0,33,15,2369664,0,15,0,1,1,482702,648755,15379,0,0,342,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
482752,1,0,6,15,364320,0,18,0,1,0,186142,147573,5391,716,0,343,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1347613,2,0,4,7,108394,0,14,0,1,0,54186,50749,1763,713,0,344,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1521824,10,0,7,24,383416,0,12,0,0,0,176220,226822,14330,736,0,345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,5,0,8,11,331848,0,14,0,1,1,258566,243884,7537,0,1,346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168386,10,0,12,18,232782,1,14,1,1,1,296604,127870,19036,0,1,347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
892088,10,0,16,17,790592,0,42,0,1,0,336842,102410,13456,747,1,348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
867407,6,0,13,12,696146,0,77,0,1,0,440792,346902,16914,720,0,349,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1168386,4,0,6,24,1042712,0,34,0,0,0,220968,14402,816,0,0,350,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2930275,4,0,19,18,1201332,0,80,0,0,1,603614,850763,36628,627,0,351,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
893665,7,0,2,9,38764,0,14,0,1,0,107800,12122,9979,711,0,352,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1045000,10,0,24,24,1313466,0,60,0,1,0,264000,290396,20726,742,0,353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2126537,10,0,23,23,14760482,0,14,0,1,1,778624,1019806,40227,697,0,354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
960184,10,0,9,43,301026,0,42,0,1,0,87912,86051,3433,750,1,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,15,15,581152,1,65,1,1,1,227964,235904,15962,0,1,356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1451619,9,0,15,17,953656,1,14,1,1,0,615208,407683,14274,733,0,357,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1947519,9,0,8,13,614020,1,63,1,1,1,386584,334077,8748,725,0,358,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1168386,10,0,10,17,1749660,0,40,0,1,0,788634,991268,42325,0,0,359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3752880,5,0,10,16,695244,0,14,0,0,0,217272,429305,27959,735,0,360,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
931950,1,0,5,29,86372,2,14,1,1,0,120868,64752,12271,715,0,361,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
793174,5,0,9,18,374154,0,14,0,1,1,376332,282739,10047,654,1,362,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1408052,3,0,12,20,817498,0,14,0,1,0,99999999,502683,24171,732,0,363,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1168386,2,0,14,23,788194,0,14,0,0,0,786016,547295,33766,0,1,364,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,21,32,2407086,0,12,0,1,0,490006,773338,46165,0,0,365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
500175,10,0,7,5,414656,0,14,0,1,0,99999999,156123,10629,733,0,366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1076882,2,0,6,17,25784,0,14,0,0,0,77924,6821,11935,743,1,367,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,10,0,7,16,1026124,1,14,1,1,0,509036,458166,10121,0,0,368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4192065,10,0,12,23,543510,0,45,0,0,0,99999999,382090,29659,702,0,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
559341,1,0,6,14,397474,1,14,1,1,0,99999999,179873,5360,743,0,370,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1271594,10,0,11,18,588522,0,14,0,1,0,140646,282093,6093,747,0,371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,2,0,9,13,475222,1,28,0,0,0,176044,288534,12172,0,1,372,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3235681,10,0,23,24,992552,0,14,0,1,0,547756,490333,50962,689,0,373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1594651,10,0,10,14,145442,0,64,0,1,0,152064,78622,12332,740,0,374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2045692,2,0,16,18,348524,1,8,1,1,0,99999999,128516,27276,721,0,375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1168386,2,0,6,9,206690,0,14,0,1,0,269654,168511,8791,0,1,376,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1980237,3,0,10,16,575476,0,51,0,1,0,465674,404054,10578,714,0,377,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
845690,5,0,5,8,319880,0,40,0,0,0,319880,181507,9937,700,0,378,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1512248,10,0,25,28,604384,0,12,0,0,0,437756,280288,21423,692,0,379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
956840,10,0,10,14,518144,0,14,0,1,1,389444,222414,13555,679,1,380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1890500,2,0,5,22,205876,0,14,0,1,1,262680,160721,11170,689,0,381,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1278206,8,0,8,15,688908,0,14,0,1,0,99999999,428963,16190,743,0,382,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1402941,2,0,16,15,646426,0,14,0,1,0,99999999,480681,22798,724,0,383,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4333577,10,0,14,39,438966,0,17,0,1,1,446028,78850,41530,717,0,384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1168386,10,0,11,14,495132,1,14,1,1,0,331430,292923,23025,0,1,385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1297624,8,1,6,20,148852,1,49,0,1,0,100012,82023,4033,703,0,386,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1168386,7,0,15,23,922790,0,64,0,1,1,756646,553090,15721,0,0,387,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
